AÑO,COD_DANE_DEPARTAMENTO,DEPARTAMENTO,COD_SECRETARIA,SECRETARIA,COD_DANE_MUNICIPIO,MUNICIPIO,CODIGO_DANE,NOMBRE_ESTABLECIMIENTO,COD_SECTOR,SECTOR,COD_CARACTER,CARACTER,COD_CALENDARIO,CALENDARIO,DIRECCION,BARRIO_VEREDA,TELEFONO,FAX,EMAIL,RECTOR,WEB,TOTAL_MATRICULA,CANTIDAD_SEDES
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,315238000026,COLEGIO SALESIANO.,1002,NO_OFICIAL,817,Académico,52,A,IND CL 17 9 A 07,SALESIANO,7602261-7602262,7602898,colsalesianoduitama@sdbcob.org,MARIO HERNANDO REYES ZAMBRANO,,993,1
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,315238000794,COLEGIO JESUS EUCARISTIA,1002,NO_OFICIAL,817,Académico,52,A,CL 20 10 34,HEROES,7627746,7623739,rigomcas@eleducador.com,AURA NELLY CASTRO DE GOMEZ,www.jesuseucaristia.edu.co,331,1
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,315238001430,COLEGIO CAMPESTRE SAN DIEGO,1002,NO_OFICIAL,817,Académico,52,A,KR 5 14 B 25,COLOMBIA,7600893,7618199,campestresandiego@hotmail.com,RITA SOFIA PEREZ AVELLA,,1077,1
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,315238000158,COLEGIO LA PRESENTACIÓN,1002,NO_OFICIAL,817,Académico,52,A,CL 18 4 61,LA GRUTA,7602559,7623215,colpreduitama@hotmail.com,HNA. MARTHA CECILIA DUCON LOPEZ,www.colpreduitama.edu.co,1165,1
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,315238001699,COLEGIO NUESTRA SEÑORA DE GUADALUPE,1002,NO_OFICIAL,817,Académico,52,A,CL 27 16 26,SAN JOSE,3102168445,7625855,col_nuestrasenoradeguadalupe@hotmail.com,NYDIA ELVIRA BECERRA MESA,,67,1
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,315238000948,COLEGIO PEDAGOGICO LOS ALAMOS,1002,NO_OFICIAL,817,Académico,52,A,KR 15 14 42 <EOF>,CENTRO,7623919,,col.alamos@hotmail.com,LUZ MARIA SANCHEZ MEDINA,,159,1
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,315238000476,COLEGIO MAYOR LEON XIII,1002,NO_OFICIAL,817,Académico,52,A,CL 11 14 42,CARMEN,7603874-3132488036,,mayorleonxiii@hotmail.com,LUZMA LUCIA PEÑA MATEUS,,34,1
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,115238000728,COLEGIO BOYACA DE DUITAMA,1001,OFICIAL,817,Académico,52,A,CL 3 A 9 14,BOYACA,7603811,7631012,colegioboyacaduitama@yahoo.es,JOSE FERNANDO BARRERA PALENCIA,,1540,1
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,315238001642,COLEGIO BOSTON,1002,NO_OFICIAL,817,Académico,52,A,CL 17 13 21,SALESIANO,3133773433,7610383,colbostonduit@hotmail.com,LUZ MERY RICO MORALES,,100,1
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,315238001057,COLEGIO JESUS MAESTRO,1002,NO_OFICIAL,817,Académico,52,A,CL 10 16 05,,7619840,,colegiojesusmaestro@yahoo.es,SAMUEL SANCHEZ LONDOÑO,,127,1
2018,15,BOYACÁ,3771,DUITAMA,15238,DUITAMA,415238001664,COLEGIO DE BACHILLERATO NUEVA ESPERANZA,1002,NO_OFICIAL,817,Académico,52,A,KM 1 VIA PANTANO DE VARGAS,VDA SAN LORENZO,7638739,7638738,duitama@unad.edu.co,MARIA TERESA MELO BECERRA,,86,1
2018,15,BOYACÁ,3772,SOGAMOSO,15759,SOGAMOSO,315759002530,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,1002,NO_OFICIAL,817,Académico,1110,OTRO,KR 11 12 29,CENTRO,7734967,7735882,colegiosanmateosogboy@hotmail.com,ANDERSON DE JESUS SALCEDO VALLE,,105,1
2018,15,BOYACÁ,3772,SOGAMOSO,15759,SOGAMOSO,315759000227,COLEGIO CIUDAD DEL SOL,1002,NO_OFICIAL,817,Académico,52,A,CALLE 10A NO.14A-04,SANTA INES,7703879,7719155,,MARIA OFELIA ALVAREZ GOMEZ,,449,1
2018,15,BOYACÁ,3772,SOGAMOSO,15759,SOGAMOSO,315759000073,COLEGIO NUESTRA SEÑORA DEL ROSARIO,1002,NO_OFICIAL,817,Académico,52,A,KR 9 17 42,BELLO MONTE,7702911,7713102,colrosariosogamoso@gmail.com,SOR MARIA FLOR SILVA GIL,0,531,1
2018,15,BOYACÁ,3772,SOGAMOSO,15759,SOGAMOSO,315759001550,COLEGIO ALEJANDRO DE HUMBOLDT,1002,NO_OFICIAL,817,Académico,52,A,CL 3 7 A 45,CATALUÑA,7700494,7700494,colhumboldt@yahoo.com,NIÑO ABRIL MARIA HELENA,,560,1
2018,15,BOYACÁ,3772,SOGAMOSO,15759,SOGAMOSO,315759002653,COLEGIO UNICAB VIRTUAL,1002,NO_OFICIAL,817,Académico,52,A,KR 11 12 89 OF 202,CENTRO,7701685 - 3156965291,,admonunicab@gmail.com,ANA BEATRIZ VERGARA,www.unicab.org,419,1
2018,15,BOYACÁ,3772,SOGAMOSO,15759,SOGAMOSO,315759002637,INSTITUCION EDUCATIVA COLEGIO EMPRESARIAL DE BOYACA,1002,NO_OFICIAL,817,Académico,52,A,KR 9 14 109,,7726842,,r.carvajal@corpoune.edu.co,DORA ROCIO CARVAJAL REYES,,49,1
2018,17,CALDAS,3773,CALDAS,17777,SUPÍA,317174000755,COLEGIO CEVAL - (CON ESFUERZO  VALOR  ALEGRÍA Y LUCHA),1002,NO_OFICIAL,817,Académico,52,A,CLL. 15 CRA. 7 Y 8 ESQUINA,CENTRO,840 01 18,850 61 31,ceval_lalca@hotmail.com,LUIS ALBERTO LÓPEZ C,,60,1
2018,17,CALDAS,3773,CALDAS,17777,SUPÍA,417873001150,COLEGIO SAN GABRIEL,1002,NO_OFICIAL,817,Académico,52,A,SEDE CAMPESTRE LA FLORIDA,ZONA RURAL,8749111 8740569,8749111,sangabriellaflorida@gmail.com,JUAN CARLOS MUÑOZ GALLEGO.,,163,1
2018,25,CUNDINAMARCA,10857,MOSQUERA,25473,MOSQUERA,325473000594,COLEGIO ISAAC NEWTON,1002,NO_OFICIAL,817,Académico,52,A,CLL 14 NO 5  45,URBANO SIN INFORMACI,8261595,,,ADRIANA PATRICIA MARENTES,,68,1
2018,17,CALDAS,3773,CALDAS,17777,SUPÍA,317174000526,COLEGIO LOS ANDES,1002,NO_OFICIAL,817,Académico,52,A,CL 14 NRO 2 05,BARRIO EL EDEN,8400222-8400137,0,colegiolosandeschinchina@gmail.com,JOSE ALBERTO PALACIO MARIN,www.colandes.edu.co,142,1
2018,17,CALDAS,3773,CALDAS,17777,SUPÍA,317380000613,COLEGIO GABRIELA MISTRAL,1002,NO_OFICIAL,817,Académico,52,A,CL 45 3 53,LAS FERIAS,8578246,,dayean2009@hotmail.com,DAVID TORRES GONZALEZ,NO APLICA,57,1
2018,17,CALDAS,3773,CALDAS,17777,SUPÍA,317174000739,COLEGIO LATINOAMERICANO DE OCCIDENTE,1002,NO_OFICIAL,817,Académico,52,A,KR 9 11 72,CENTRO,8504895,,,LINA MARIA ALBELAEZ GALVIS,latinodeoccidente@hotmail.es,61,1
2018,25,CUNDINAMARCA,10857,MOSQUERA,25473,MOSQUERA,125473001036,I.E. COLEGIO COMPARTIR DE MOSQUERA,1001,OFICIAL,817,Académico,52,A,KR 3 E 10 77,B. EL TREBOL,8299030,,,ANGELA GIOVANNA QUINTERO,,1059,1
2018,17,CALDAS,3773,CALDAS,17777,SUPÍA,317380000702,COLEGIO SAN FRANCISCO DE ASIS,1002,NO_OFICIAL,817,Académico,52,A,CL 13 7 64,NO APLICA,8571063 Celular 3217961938,NO APLICA,colsafradorada@gmail.com,JHON EDGAR RODRIGUEZ HERNANDEZ,NO APLICA,46,1
2018,17,CALDAS,3773,CALDAS,17777,SUPÍA,317873000906,COLEGIO VILLA DEL ROSARIO,1002,NO_OFICIAL,817,Académico,52,A,KR 5 13 25,VILLAMARIA,8906000,,colegiovilladelrosario@gmail.com,ALEYDA LLANO LLANO,colegiovilladelrosario.jimdo.com,394,1
2018,17,CALDAS,3774,MANIZALES,17001,MANIZALES,317001007207,COLEGIO BOSTON,1002,NO_OFICIAL,817,Académico,52,A,CL 26 21 37,CENTRO,8833650,8833650,manizales@colegioboston.edu.co,JHON ALEXANDER SALDARRIAGA NOREÑA,0,1036,1
2018,17,CALDAS,3774,MANIZALES,17001,MANIZALES,317001000075,INSTITUCIÓN EDUCATIVA COLEGIO DE CRISTO,1001,OFICIAL,817,Académico,52,A,KR 18 71 33,ALTA SUIZA,8864381,8865282,colcristo@gmail.com,MARIA DOLORES RESTREPO GONZALEZ,0,1028,1
2018,17,CALDAS,3774,MANIZALES,17001,MANIZALES,117001005132,INSTITUCIÓN EDUCATIVA COLEGIO SANTO DOMINGO SAVIO,1001,OFICIAL,817,Académico,52,A,CL 48 B KR 39,EL PARAISO,8881202,8881202,sto.domingo.savio.manizales@gmail.com,MARLON ARTURO JIMENEZ ZAMBRANO,0,348,1
2018,18,CAQUETÁ,3776,FLORENCIA,18001,FLORENCIA,318001004000,COLEGIO UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA - UNAD,1002,NO_OFICIAL,817,Académico,52,A,CRA 1 # 31-30,B. EL CUNDUY,,,edilberto.silva@unad.edu.co,EDILBERTO SILVA FIERRO,,2,1
2018,18,CAQUETÁ,3776,FLORENCIA,18001,FLORENCIA,318001004077,COLEGIO PEDAGÓGICO DE COLOMBIA,1002,NO_OFICIAL,817,Académico,52,A,CL 14 # 14-79,EL CENTRO,,,,CLAUDIA PATRICIA BERNAL GAITÁN,,969,1
2018,41,HUILA,3791,NEIVA,41001,NEIVA,441001061298,COLEGIO CAMPESTRE PADRE ARTURO MISIONEROS DE LA DIVINA REDENCION,1002,NO_OFICIAL,817,Académico,52,A,KM 2 VÍA CAGUAN,,,,,JHON FREDY OBANDO MEJIA,,242,1
2018,18,CAQUETÁ,3776,FLORENCIA,18001,FLORENCIA,318001003879,COLEGIO ANDAKI,1002,NO_OFICIAL,817,Académico,52,A,CL 11 KR 11,EL CENTRO,4344670,4354029,deicher6@hotmail.com,ROBERT ANGEL HURTADO,NO APLICA,549,1
2018,25,CUNDINAMARCA,10904,CHÍA,25175,CHÍA,425175032208,COLEGIO INTERNACIONAL SEK COLOMBIA - TRINIDAD DEL MONTE,1002,NO_OFICIAL,817,Académico,53,B,KM. 25 AUTOPISTA NORTE  VEREDA YERBABUENA,RURAL SIN INFORMACIO,7436011,8650390,secretaria.academica@sekcolombia.com,VIOLETA ARIZA MARTIN,www.ctm.edu.co,184,1
2018,19,CAUCA,3777,CAUCA,19364,JAMBALÓ,319698002944,COLEGIO DE ADULTOS POR CICLOS INTEGRADOS GIMNASIO DEL NORTE,1002,NO_OFICIAL,817,Académico,52,A,CL 2 A 5 36,EL ROSARIO,3155657854,,colegiogimnorte@hotmail.com,SANDRA MARIA CHICANGANA ANTE,,62,1
2018,5,ANTIOQUIA,3760,BELLO,5088,BELLO,305088020753,COLEGIO CAMPESTRE MONTAIGNE,1002,NO_OFICIAL,817,Académico,52,A,AV 26 52 200,BUENAVISTA,4449828,,colegiocampestremontaigne@gmail.com,DIANA PATRICIA GOMEZ GARCIA,,83,1
2018,41,HUILA,3791,NEIVA,41001,NEIVA,341001000227,COLEGIO SALESIANO SAN MEDARDO,1002,NO_OFICIAL,817,Académico,52,A,KR 15 3 107,ALTICO,8708519-8704628-8702352,,info@colegiosalesiano.edu.co  sistemas@colegiosalesiano.edu.co  secacademica@colegiosalesiano.edu.co,PADRE ESDRAS MALDONADO DIAZ,www.colsalesm.edu.co,532,1
2018,19,CAUCA,3777,CAUCA,19364,JAMBALÓ,319548000692,COLEGIO CIUDAD DE PIENDAMO,1002,NO_OFICIAL,817,Académico,52,A,CL 2 4 80,BARRIO SAN CAYETANO,3146233137,3146233137,colecipi@hotmail.com,MARIA ISABEL MUÑOZ GARCIA,www.ccp.com.co,301,1
2018,19,CAUCA,3777,CAUCA,19364,JAMBALÓ,319698003061,COLEGIO SANTANDER,1002,NO_OFICIAL,817,Académico,52,A,CL 3 11 24,CENTRO,8295386 - 3146822261,,yopacheco72@hotmail.com,YOHANA DE JESUS PACHECO NARVAEZ,,190,1
2018,19,CAUCA,3777,CAUCA,19364,JAMBALÓ,319698002987,COLEGIO ETNOEDUCATIVO LAS AMERICAS,1002,NO_OFICIAL,817,Académico,52,A,KR 16 3 83,B. MORALES DUQUE,8298096,,cela-quilichao@hotmail.com,IMER DIAZ MINA,,41,1
2018,19,CAUCA,3777,CAUCA,19364,JAMBALÓ,319698001964,COLEGIO NINO JESUS DE PRAGA,1002,NO_OFICIAL,817,Académico,52,A,CL 9 6 BIS 20,CALLE 9 #6 BIS - 20,8292605 - 3148116422,8294204,cnjpraga@hotmail.com,EVELYN GEHU DE VELASCO,,314,1
2018,19,CAUCA,3777,CAUCA,19364,JAMBALÓ,319698002846,COLEGIO NUEVO MILENIO,1002,NO_OFICIAL,817,Académico,52,A,CL 3 9 75,SANTANDER,3146196396 - 3147002703,,,LUIS CARLOS ORLANDO ARIAS,,26,1
2018,19,CAUCA,3777,CAUCA,19364,JAMBALÓ,319698002901,COLEGIO LA SANTISIMA TRINIDAD,1002,NO_OFICIAL,817,Académico,52,A,CL 2 A 4 127,2º PISO BARRIO EL ROSARIO,3122974241,,,DESCONOCIDO,,146,1
2018,19,CAUCA,3777,CAUCA,19364,JAMBALÓ,319142001108,COLEGIO PARA JOVENES Y ADULTOS JUAN PABLO II - COLJAPA,1002,NO_OFICIAL,817,Académico,52,A,CL 9 CON KR 5 ESQ,LA PALMA,0928258490 - 3137751841,0928258490,mediadorul@yahoo.com,CARLOS ARMANDO UL ORTIZ,,140,1
2018,19,CAUCA,3778,POPAYÁN,19001,POPAYÁN,319001004677,COLEGIO INSTITUTO  BOLIVARIANO,1002,NO_OFICIAL,817,Académico,52,A,CARRERA 13 # 6-41,VALENCIA,8206345,,,NESTOR JOSE CORREA ORTIZ,,365,1
2018,41,HUILA,3791,NEIVA,41001,NEIVA,341001061251,COLEGIO COLOMBO SUECO,1002,NO_OFICIAL,817,Académico,52,A,CRA 3 NO. 12-20,,8723392,,,YUDY YESENIA THOLA OSPITIA,,181,1
2018,19,CAUCA,3778,POPAYÁN,19001,POPAYÁN,319001004774,COLEGIO CAMPESTRE HISPANO DEL NORTE,1002,NO_OFICIAL,817,Académico,52,A,CL 64 11 13,,,,,LUCILA LOPEZ CASANOVA,,118,1
2018,19,CAUCA,3778,POPAYÁN,19001,POPAYÁN,319001004812,COLEGIO SAN CARLOS,1002,NO_OFICIAL,817,Académico,52,A,CL 9 34 57,SAN JOSE,,,fedescacolegiosancarlos@gmail.com,CARLOS  ALFREDO CAMPO BUENDIA,,975,1
2018,19,CAUCA,3778,POPAYÁN,19001,POPAYÁN,319001004839,COLEGIO LICEO CERVANTES,1002,NO_OFICIAL,817,Académico,52,A,CL 2 3 75,,,,,GLORIA ESTELLA YEPEZ DAVALOS,,306,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305266000591,COLEGIO TERESIANO,1002,NO_OFICIAL,817,Académico,52,A,IND CALLE 26 SUR NO. 43 A 30,ENVIGADO,3319087,3319108,teresiano@une.net.co,MARIA HELENA RIVILLAS MARTINEZ,www.colegioteresiano.edu.co,984,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305001021163,COLEGIO SAGRADO CORAZON MONTEMAYOR,1002,NO_OFICIAL,817,Académico,53,B,IND VEREDA PANTANILLO KM 7.5 VIA AEROPUERTO JMC,VEREDA PANTANILLO,5380500,5380500,sec.academica@montemayor.edu.co,JUAN DAVID VELASQUEZ MONSALVE,www.montemayor.edu.co,514,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,405266800053,COLEGIO THEODORO HERTZL,1002,NO_OFICIAL,817,Académico,52,A,IND KM 16 VIA LAS PALMAS,PALMAS,3220180,,s.academica@tehodoro.edu.co,NIDIA LONDOÑO ECHEVERRI,www.theodoro.edu.co,528,1
2018,20,CESAR,3779,CESAR,20400,LA JAGUA DE IBIRICO,320011000066,COLEGIO BILINGUE LOS ANGELES,1002,NO_OFICIAL,817,Académico,52,A,CALLE 3 NO. 20 - 30,EL CARRETERO,3002123313,5651020,colbiangeles@yahoo.es,GLORIA JANETH PEINADO PORTILLO,O,285,1
2018,20,CESAR,3779,CESAR,20400,LA JAGUA DE IBIRICO,320550005772,COLEGIO CRISTIANO ROSA SERRANO,1002,NO_OFICIAL,817,Académico,52,A,CL 10 9 36,,,,,CARMEN ROSA SERRANO MORA,,107,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,405266800037,COLEGIO HONTANARES,1002,NO_OFICIAL,817,Académico,52,A,IND LOMA DEL ESCOBEROKM 10 VIA ENVIGADO,LAS PALMAS,3861777,,secacademica@hontanares.edu.co,ANA ISABEL PIEDRAHITA MEJIA,www.hontanares.edu.co,295,1
2018,20,CESAR,3779,CESAR,20400,LA JAGUA DE IBIRICO,320013000039,COLEGIO COOPERATIVO EL BUEN PASTOR,1002,NO_OFICIAL,817,Académico,52,A,CL 26 22 20,EL TESORO,5765058,5765058,colcoobuenpa2009@hotmail.com,LUIS GABRIEL PEREZ GUERRERO,,144,1
2018,81,ARAUCA,3824,ARAUCA,81001,ARAUCA,381736001849,COLEGIO ADVENTISTA BETHEL,1002,NO_OFICIAL,817,Académico,52,A,CL 17 KR 22,SARAVENA,8820858,8892285,coadbe10@hotmail.com,MERCHAN FUENTES ARHY JOHANCY,,240,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305266000508,COLEGIO DE LA PRESENTACION - ENVIGADO,1002,NO_OFICIAL,817,Académico,52,A,CL 37 SUR 43 A 67,CENTRO,2761252,2768956,lapresentacionenvigado@gmail.com,HNA. ROSA AMPARO URREA HERNANDEZ,WWW.COLPRESENTACION.EDU.CO,670,1
2018,81,ARAUCA,3824,ARAUCA,81001,ARAUCA,381001002281,COLEGIO LA ENSEÑANZA,1002,NO_OFICIAL,817,Académico,52,A,CL 1 1 125,ARAUCA,097 - 8854949,097 - 8854949,rectoria@colensenanza.com,LUISA MARGARITA BERMUDEZ,www.colensenanza.com,170,1
2018,20,CESAR,3779,CESAR,20400,LA JAGUA DE IBIRICO,320250006226,COLEGIO NUESTRA SEÑORA DE FATIMA,1002,NO_OFICIAL,817,Académico,52,A,IND KR 6 6 74,EL PASO,,,,MARILUZ MIER SALCEDO,,389,1
2018,20,CESAR,3779,CESAR,20400,LA JAGUA DE IBIRICO,320011023813,COLEGIO PARA LA REINTEGRACION INTELECTUAL DEL ORIENTE  CORPORIENTE,1002,NO_OFICIAL,817,Académico,52,A,CL 5 24 46,LA UNION,3214305452,,edilsareyes1@hotmail.com,EDUAR ANTONIO MOLINA CABIEDES,,924,1
2018,81,ARAUCA,3824,ARAUCA,81001,ARAUCA,381001001896,COLEGIO PABLO NERUDA,1002,NO_OFICIAL,817,Académico,52,A,KR 19 7 213,LAS CAÑADAS,097 - 8853152,,colegio_pablo_neruda@yahoo.es,JAIRO MONROY,,192,1
2018,81,ARAUCA,3824,ARAUCA,81001,ARAUCA,381001002957,COLEGIO COMFIAR,1002,NO_OFICIAL,817,Académico,52,A,CALLE 1A NUMERO 19 - 84,FUNDADORES,8857024,,,GLORIA EDILMA MORENO RAMIREZ,,231,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305266002071,COLEGIO DE CAPACITACIÓN DE ENVIGADO,1002,NO_OFICIAL,817,Académico,52,A,KR 40 38 S 08,MESA,2767067,2767067,sergiocastano101@gmail.com,SERGIO ALONSO CASTAÑO MONSALVE,NO TIENE,239,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305266000583,COLEGIO BENEDICTINO DE SANTA MARIA,1002,NO_OFICIAL,817,Académico,52,A,CL 24 SUR 39 36,ZUÑIGA,3134066,3134066,benedictinos@colegiobenedictino.edu.co,LILIANA CHICA HINCAPIE,www.colegiobenedictino.edu.co,830,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305266000541,COLEGIO LA SALLE ENVIGADO,1002,NO_OFICIAL,817,Académico,52,A,CL 24 SUR 42 B 01,ZUÑIGA,3318184,3321595 EXT 25,diana.aguirre@delasalle.edu.co,DIANA STELLA AGUIRRE GRAJALES,WWW.DELASALLE.ORG.CO,1457,1
2018,20,CESAR,3779,CESAR,20400,LA JAGUA DE IBIRICO,420013001749,COLEGIO NUESTRA SE¾ORA DE LAS FLORES,1002,NO_OFICIAL,817,Académico,52,A,HACIENDA LAS FLORES,,5747331,3166287928,fundeflores@hotmail.com,MARIA ANGELICA MANUE,,272,1
2018,20,CESAR,3779,CESAR,20400,LA JAGUA DE IBIRICO,320013000489,COLEGIO EL CORAZON DE MARIA,1002,NO_OFICIAL,817,Académico,52,A,KR 18 15 59,CORAZON DE MARIA,5767353 - 3153295086,,,HENRY DAVID DEL CASTILLO SANABRIA,,88,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305001003688,COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL,1002,NO_OFICIAL,817,Académico,53,B,IND VEREDA ALTO DE LAS PALMAS KILOMETRO 16,PALMAS,4033000,3861133,mvanegas@columbus.edu.co,RUTH MONICA ALLEN,www.columbus.edu.co,1695,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305001014701,COLEGIO INTEGRADO LAURELES,1002,NO_OFICIAL,817,Académico,52,A,CL 36 D SUR 23 55,LOMA DEL ESCOBERO,3360312,3361477,edinsa@une.net.co,ANA MARIA RUIZ PALACIO,NO TIENE,150,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305001019681,CORPORACION COLEGIO CUMBRES,1002,NO_OFICIAL,817,Académico,53,B,CL 36 S 27 B 4,BARRIO LA INMACULADA,3360785,3369233,secretariaacademica@cumbresmedellin.edu.co,JUAN CARLOS QUINTERO MARTINEZ,WWW.CUMBRES.EDU.CO,934,1
2018,25,CUNDINAMARCA,10857,MOSQUERA,25473,MOSQUERA,425473000998,COLEGIO BILINGUE PÍO XII CAMPESTRE,1002,NO_OFICIAL,817,Académico,52,A,IND CLL 5 TRANSV 2 ESTE,B.DIAMAMTE,893 78 19,,mgomez2462@cibercolegios.com,HENRY HERNÁN ASCENCIO ÁLVAREZ,colegiobilinguepioXII.com,197,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,405266001631,COLEGIO MANUEL MEJIA VALLEJO,1002,NO_OFICIAL,817,Académico,52,A,CL 36 SUR 25 20,LOMA DEL CHOCHO,3360210,3360098,,MARIELA CHALARCA ARIAS,www.colegiomanuelmejiavallejo.com,249,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305001015503,COLEGIO LEONARDO DA VINCI,1002,NO_OFICIAL,817,Académico,53,B,IND KR 40B  53 BSUR - 30,ALTO DE LAS FLORES,3314270,3323974,cldavinci@une.net.co,SILVANA GRAZOTTO,www.cdavinci.edu.co,161,1
2018,20,CESAR,3780,VALLEDUPAR,20001,VALLEDUPAR,320001001641,COLEGIO SAN ANTONIO,1002,NO_OFICIAL,817,Académico,52,A,CR 36 BIS 1 # 18A-2-05,EL HOGAR,5600250 3135738122,,colsan2007@hotmail.com,DILMA ANTONIA LAGOS CABANA,,168,1
2018,76,VALLE DEL CAUCA,4832,YUMBO,76892,YUMBO,476892099710,COLEGIO INTERNACIONAL LOS CAÑAVERALES,1002,NO_OFICIAL,817,Académico,53,B,CRA-29 NO. 10-500 ARROYOHONDO KM 1 VÍA A DAPA,ARROYOHONDO,6582818,,secacademica@canaverales.edu.co,MARIA FERNANDA GIRON REYES,,371,1
2018,5,ANTIOQUIA,3761,ENVIGADO,5266,ENVIGADO,305266002128,COLEGIO ALCARAVANES,1002,NO_OFICIAL,817,Académico,52,A,KM 17 VEREDA LAS PALMAS,VEREDA LAS PALMAS,3860720,3861066,rectoria@colegioalcaravanes.edu.co,NELCY DEL SOCORRO CORREA OSPINA,www.colegioalcaravanes.edu.co,206,1
2018,41,HUILA,3791,NEIVA,41001,NEIVA,341001004648,COLEGIO COLOMBO INGLES DEL HUILA Y CIA LTDA,1002,NO_OFICIAL,817,Académico,52,A,CL 19 45 04,LA RIOJA,8773133 - 8779392,114,colomboingles@hotmail.com,ORLANDO ARIAS RUJANA,www.colomboingleshuila.edu.co,884,1
2018,5,ANTIOQUIA,3762,ITAGÜÍ,5360,ITAGÜÍ,305360000244,COLEGIO PAULA MONTAL,1002,NO_OFICIAL,817,Académico,52,A,KR 44 43 36,ARAUCARIA,277 98 75     374 92 84,277 38 70,secretaria@colegiopaulamontal.edu.co,GABY CORTÉS REYES,www.colegiopaulamontal.edu.co,505,1
2018,76,VALLE DEL CAUCA,4815,JAMUNDÍ,76364,JAMUNDÍ,376364002475,ALAS COLEGIO,1002,NO_OFICIAL,817,Académico,53,B,IND CALLEJON SANCHEZ PASO VIA DE LA BOLSA CASA 3,,,,,MARIA DEL PILAR JARAMILLO SALAZAR,,237,1
2018,20,CESAR,3780,VALLEDUPAR,20001,VALLEDUPAR,320001069220,COLEGIO UZIEL QUERIT,1002,NO_OFICIAL,817,Académico,52,A,MZ 168 CS 14 15,DON ALBERTO,5832398,,colcaritafelizedu@hotmail.com,DIANY NIETO MEJIA,,438,1
2018,20,CESAR,3780,VALLEDUPAR,20001,VALLEDUPAR,320001791561,COLEGIO TECNICO DEL CARIBE,1002,NO_OFICIAL,817,Académico,52,A,CL 15 7 88,CENTRO,5851697,5851697,intecar.07@hotmail.com,RAFAEL VILLERO CABALLERO,,66,1
2018,20,CESAR,3780,VALLEDUPAR,20001,VALLEDUPAR,320001791928,COLEGIO ESESCO,1002,NO_OFICIAL,817,Académico,52,A,KR 4 15 15,,,,,RAFAEL SEGUNDO VILLERO CABALLERO,,78,1
2018,20,CESAR,3780,VALLEDUPAR,20001,VALLEDUPAR,320001791847,COLEGIO INTERNACIONAL LA SIERRA,1002,NO_OFICIAL,817,Académico,53,B,CL 16 3 29,,,,,MARIA CAROLINA CASTRO SANDOVAL,,369,1
2018,20,CESAR,3780,VALLEDUPAR,20001,VALLEDUPAR,320001006929,COLEGIO MIS PRIMEROS NUMEROS,1002,NO_OFICIAL,817,Académico,52,A,CL 33 A 4 B 35,LOS MAYALES,3116691213- 5848038,,misprimerosnumeros@hotmail.com,JORGE LUIS ACOSTA,,157,1
2018,20,CESAR,3780,VALLEDUPAR,20001,VALLEDUPAR,320001001234,COLEGIO EVANGELICO EBENEZER,1002,NO_OFICIAL,817,Académico,52,A,CRA 13 N° 16A-37,LOPERENA,5706882-5809926,5743216,colebenezer1960@gmail.com,ELSA DE WAGNER,,464,1
2018,20,CESAR,3780,VALLEDUPAR,20001,VALLEDUPAR,320001002699,COLEGIO FUNDACION MANUELA BELTRAN,1002,NO_OFICIAL,817,Académico,52,A,CL 16 22 58,LA POPA,5713041 - 3003638552,,colegiomanuelabeltran@hotmail.com,JIMENEZ CORREA HENRY MANUEL,,692,1
