Identificador,Producto,Cantidad,Precio Unitario,Total Pagado,Forma de pago,Lugar Compra,Fecha Compra
TXN_6036254,ERROR,3,2.0,6.0,Tarjeta Crédito,,2023-09-20
TXN_3580048,Granizado,5,,20.0,,,2023-05-17
TXN_2756336,Granizado,3,4.0,12.0,Tarjeta Crédito,Para llevar,2023-07-07
TXN_9691873,Jugo,2,ERROR,6.0,Nequi/Daviplata,Para llevar,2023-02-15
TXN_2466187,Café,2,2.0,4.0,,Para llevar,2023-04-18
TXN_9699116,Galleta,2,1.0,2.0,Nequi/Daviplata,Restaurante,
TXN_7964520,Café,1,2.0,2.0,,Restaurante,2023-03-26
TXN_3185667,Te,5,DESCONOCIDO,7.5,Nequi/Daviplata,,2023-12-26
TXN_8167741,Sandwich,4,4.0,16.0,,Para llevar,2023-09-09
TXN_1015883,Galleta,4,1.0,4.0,Efectivo,Restaurante,2023-10-16
TXN_8838566,Torta,5,3.0,15.0,Nequi/Daviplata,Restaurante,2023-07-25
TXN_2423343,Te,4,1.5,6.0,ERROR,Restaurante,2023-09-25
TXN_1496038,Jugo,4,3.0,12.0,,Restaurante,2023-12-22
TXN_9484436,Ensalada,1,,5.0,Tarjeta Crédito,Restaurante,2023-01-20
TXN_7670699,Jugo,1,3.0,3.0,Efectivo,Restaurante,2023-12-24
TXN_7765640,ERROR,ERROR,2.0,2.0,Tarjeta Crédito,,2023-07-07
TXN_5412418,,3,3.0,9.0,Efectivo,,2023-09-23
TXN_2053631,Ensalada,1,5.0,5.0,Tarjeta Crédito,,2023-03-21
TXN_3632064,Galleta,5,1.0,5.0,Efectivo,,2023-02-12
TXN_4254587,Granizado,1,4.0,4.0,Nequi/Daviplata,,2023-05-27
TXN_9605972,Torta,3,3.0,9.0,,ERROR,2023-09-30
TXN_1323030,Ensalada,4,5.0,20.0,,Restaurante,2023-03-30
TXN_7989903,Jugo,2,3.0,6.0,Efectivo,,2023-06-19
TXN_7423885,Jugo,4,3.0,12.0,Nequi/Daviplata,Para llevar,2023-09-06
TXN_1495371,Sandwich,2,4.0,ERROR,Tarjeta Crédito,Para llevar,2023-07-21
TXN_8934025,Galleta,2,1.0,2.0,,,2023-12-18
TXN_7515290,Granizado,DESCONOCIDO,4.0,12.0,Nequi/Daviplata,,2023-12-23
TXN_3711520,Te,1,1.5,1.5,,Restaurante,2023-06-29
TXN_3841683,Sandwich,1,4.0,4.0,DESCONOCIDO,Restaurante,2023-06-20
TXN_9100530,Sandwich,3,4.0,12.0,Nequi/Daviplata,,2023-05-21
TXN_3112013,Sandwich,5,4.0,20.0,Efectivo,Restaurante,2023-01-06
TXN_7786787,Te,1,1.5,1.5,Tarjeta Crédito,Para llevar,2023-07-08
TXN_7160196,Sandwich,1,4.0,4.0,,Restaurante,2023-12-06
TXN_4634894,Café,1,2.0,2.0,,,2023-12-09
TXN_8214944,DESCONOCIDO,3,1.5,4.5,Tarjeta Crédito,Restaurante,2023-11-18
TXN_1080377,Torta,2,3.0,6.0,ERROR,,2023-04-08
TXN_8566683,Granizado,4,4.0,16.0,Efectivo,Para llevar,2023-08-09
TXN_2784588,Jugo,2,3.0,6.0,Efectivo,Para llevar,2023-03-26
TXN_6110769,Galleta,2,1.0,2.0,,,2023-03-02
TXN_9999124,Jugo,2,3.0,6.0,Nequi/Daviplata,Para llevar,DESCONOCIDO
TXN_1637334,ERROR,2,1.5,3.0,Tarjeta Crédito,Restaurante,2023-08-09
TXN_9514452,ERROR,5,,10.0,Tarjeta Crédito,Para llevar,2023-07-29
TXN_8787350,Sandwich,5,4.0,20.0,,,2023-05-21
TXN_7533675,Granizado,3,4.0,12.0,,Restaurante,2023-10-28
TXN_2264601,Te,1,1.5,1.5,,,2023-01-21
TXN_6024139,Jugo,4,3.0,12.0,Nequi/Daviplata,DESCONOCIDO,2023-08-15
TXN_9841397,Café,4,2.0,8.0,Efectivo,Restaurante,2023-12-28
TXN_7302991,,4,4.0,16.0,Nequi/Daviplata,Para llevar,2023-04-05
TXN_6093331,Granizado,2,4.0,8.0,Tarjeta Crédito,,2023-06-24
TXN_3087096,Te,3,,4.5,Efectivo,,2023-08-19
TXN_8324315,Ensalada,1,5.0,5.0,,,2023-08-07
TXN_8933679,Ensalada,3,5.0,15.0,Nequi/Daviplata,Restaurante,2023-09-24
TXN_3528653,Torta,1,3.0,3.0,DESCONOCIDO,,2023-02-26
TXN_4256155,Torta,5,3.0,15.0,,Para llevar,2023-04-06
TXN_7186675,Galleta,4,1.0,4.0,Efectivo,,2023-11-09
TXN_5295223,ERROR,5,5.0,25.0,Efectivo,Restaurante,2023-03-23
TXN_8578861,Ensalada,5,5.0,25.0,Nequi/Daviplata,Restaurante,2023-05-16
TXN_8028042,Café,3,2.0,6.0,,,2023-04-05
TXN_4021467,Café,2,2.0,4.0,,Para llevar,2023-04-02
TXN_4807037,Ensalada,5,5.0,25.0,Efectivo,Restaurante,2023-12-08
TXN_3975938,Sandwich,3,4.0,12.0,Tarjeta Crédito,,2023-09-04
TXN_3312653,Galleta,5,1.0,5.0,Efectivo,Para llevar,2023-12-09
TXN_1405498,Jugo,2,3.0,6.0,DESCONOCIDO,Para llevar,2023-12-31
TXN_6571288,Sandwich,2,4.0,8.0,Tarjeta Crédito,,2023-10-23
TXN_7560210,Jugo,5,3.0,15.0,ERROR,Para llevar,2023-02-21
TXN_2905234,Galleta,1,1.0,1.0,Tarjeta Crédito,,2023-09-24
TXN_3630981,Café,2,2.0,4.0,,Restaurante,2023-10-31
TXN_3339728,Jugo,5,3.0,15.0,,Restaurante,2023-05-13
TXN_3826298,Galleta,3,1.0,3.0,,,2023-11-28
TXN_7854306,Sandwich,1,4.0,4.0,Efectivo,Restaurante,2023-09-17
TXN_6034709,DESCONOCIDO,2,2.0,4.0,Tarjeta Crédito,,2023-06-16
TXN_3072565,Jugo,3,3.0,ERROR,Tarjeta Crédito,,2023-07-09
TXN_9544977,Galleta,4,1.0,4.0,,Restaurante,2023-07-04
TXN_9924421,Torta,5,3.0,15.0,Tarjeta Crédito,,DESCONOCIDO
TXN_8374101,Ensalada,5,5.0,25.0,Tarjeta Crédito,,2023-08-16
TXN_5814878,Granizado,2,4.0,8.0,Nequi/Daviplata,,2023-04-02
TXN_2398895,Jugo,5,3.0,15.0,Nequi/Daviplata,Restaurante,2023-04-04
TXN_1205020,Te,5,1.5,7.5,Efectivo,,2023-10-03
TXN_4620459,Sandwich,5,4.0,20.0,Efectivo,ERROR,
TXN_1631377,Café,5,2.0,10.0,,Para llevar,2023-06-07
TXN_6368424,Galleta,3,1.0,3.0,,,ERROR
TXN_8116676,Torta,2,3.0,6.0,Nequi/Daviplata,,2023-09-16
TXN_4116036,Ensalada,2,ERROR,10.0,Tarjeta Crédito,Restaurante,2023-01-22
TXN_3172090,Jugo,1,3.0,3.0,Tarjeta Crédito,,2023-05-09
TXN_5193568,Jugo,3,3.0,9.0,Efectivo,,2023-12-10
TXN_3725152,Café,5,2.0,10.0,,,2023-07-08
TXN_8724711,Ensalada,3,5.0,15.0,Efectivo,Restaurante,2023-02-07
TXN_9477344,DESCONOCIDO,2,1.0,2.0,Tarjeta Crédito,Restaurante,2023-09-30
TXN_5899361,Torta,1,3.0,3.0,Tarjeta Crédito,,2023-08-08
TXN_8261380,Torta,3,3.0,9.0,Efectivo,Restaurante,2023-10-01
TXN_1188551,DESCONOCIDO,2,2.0,4.0,,,2023-03-20
TXN_1887250,Te,3,1.5,ERROR,,Para llevar,2023-05-15
TXN_4799873,Galleta,3,1.0,3.0,Nequi/Daviplata,Restaurante,2023-03-04
TXN_9691151,Café,4,2.0,8.0,,Restaurante,2023-08-23
TXN_3014261,Ensalada,4,5.0,20.0,Efectivo,Restaurante,2023-11-29
TXN_9987991,Granizado,ERROR,4.0,16.0,Tarjeta Crédito,Para llevar,2023-02-21
TXN_1093668,Café,2,2.0,4.0,Nequi/Daviplata,ERROR,2023-05-18
TXN_8279966,Café,DESCONOCIDO,2.0,6.0,Efectivo,Restaurante,2023-08-24
TXN_3977835,Te,5,ERROR,7.5,,Restaurante,2023-05-06
TXN_1758689,Granizado,3,4.0,12.0,Efectivo,ERROR,2023-02-17
TXN_4312977,Jugo,1,3.0,3.0,Nequi/Daviplata,Restaurante,2023-03-15
TXN_6503526,Galleta,5,ERROR,5.0,Tarjeta Crédito,Restaurante,2023-10-20
TXN_8676485,Ensalada,2,5.0,10.0,,Restaurante,2023-04-28
TXN_7176851,Te,4,1.5,6.0,Tarjeta Crédito,Para llevar,2023-11-20
TXN_8695037,Granizado,ERROR,4.0,8.0,DESCONOCIDO,,2023-01-24
TXN_6632882,Granizado,1,4.0,4.0,Nequi/Daviplata,Restaurante,2023-04-30
TXN_7775016,Sandwich,5,4.0,20.0,Efectivo,Restaurante,2023-09-27
TXN_2176024,Café,5,ERROR,10.0,Nequi/Daviplata,Restaurante,2023-02-03
TXN_7051683,ERROR,3,3.0,9.0,Nequi/Daviplata,Restaurante,2023-11-16
TXN_3670041,Granizado,3,4.0,12.0,Nequi/Daviplata,,2023-03-22
TXN_5124080,Galleta,1,1.0,1.0,Tarjeta Crédito,Restaurante,2023-01-14
TXN_3317649,Sandwich,3,4.0,12.0,ERROR,Para llevar,2023-11-06
TXN_3953316,Galleta,2,1.0,2.0,Nequi/Daviplata,,2023-06-06
TXN_6160209,Ensalada,3,5.0,15.0,,Restaurante,2023-07-28
TXN_7089316,Te,2,1.5,3.0,Efectivo,Restaurante,2023-11-27
TXN_5421310,Café,ERROR,2.0,8.0,Nequi/Daviplata,Restaurante,2023-06-10
TXN_9081409,ERROR,1,3.0,DESCONOCIDO,Tarjeta Crédito,Restaurante,2023-06-16
TXN_6850528,Galleta,3,1.0,3.0,Efectivo,Restaurante,2023-10-13
TXN_6900182,Granizado,3,4.0,DESCONOCIDO,Efectivo,Restaurante,2023-09-10
TXN_2643748,Ensalada,3,5.0,15.0,Efectivo,,2023-11-28
TXN_4858908,Torta,2,3.0,6.0,Efectivo,Restaurante,2023-02-11
TXN_8972137,ERROR,4,3.0,12.0,Tarjeta Crédito,Restaurante,2023-05-15
TXN_2828785,Granizado,1,4.0,4.0,,Restaurante,2023-01-24
TXN_3489721,Café,3,2.0,DESCONOCIDO,Efectivo,,2023-09-27
TXN_4791031,Café,DESCONOCIDO,2.0,10.0,Efectivo,,DESCONOCIDO
TXN_5223702,Granizado,4,4.0,16.0,Tarjeta Crédito,,2023-06-23
TXN_2788676,Galleta,2,1.0,2.0,Nequi/Daviplata,,2023-11-05
TXN_1643447,,1,3.0,3.0,ERROR,,2023-09-03
TXN_5172164,Te,3,1.5,4.5,Nequi/Daviplata,Restaurante,2023-09-13
TXN_2818867,Ensalada,3,5.0,15.0,Efectivo,,2023-01-11
TXN_1303984,Ensalada,4,5.0,20.0,Nequi/Daviplata,,2023-07-24
TXN_3373078,Granizado,4,4.0,16.0,Nequi/Daviplata,Restaurante,2023-12-01
TXN_3982146,Café,3,2.0,6.0,,Restaurante,2023-07-09
TXN_1185156,Granizado,4,4.0,16.0,,Para llevar,2023-03-23
TXN_6720290,Granizado,1,4.0,4.0,,Restaurante,2023-01-25
TXN_9365447,,2,1.5,3.0,Efectivo,,2023-12-10
TXN_7701878,Granizado,4,4.0,16.0,Tarjeta Crédito,Restaurante,2023-08-11
TXN_7677817,,DESCONOCIDO,2.0,2.0,Tarjeta Crédito,,2023-01-17
TXN_9983530,Granizado,3,4.0,12.0,,,2023-01-04
TXN_4755934,Te,2,1.5,3.0,Efectivo,,2023-12-29
TXN_2931198,Torta,2,3.0,6.0,Tarjeta Crédito,Restaurante,2023-04-21
TXN_7426387,Granizado,5,4.0,20.0,Efectivo,,2023-10-30
TXN_3182547,Jugo,,3.0,9.0,Nequi/Daviplata,Para llevar,2023-07-28
TXN_6980463,Ensalada,1,5.0,5.0,Nequi/Daviplata,Restaurante,2023-09-03
TXN_6708165,Jugo,5,3.0,15.0,ERROR,Restaurante,2023-10-19
TXN_4310629,Torta,3,3.0,9.0,Tarjeta Crédito,Para llevar,2023-10-02
TXN_4650611,Café,1,2.0,2.0,Tarjeta Crédito,,2023-10-14
TXN_7952232,Te,4,1.5,6.0,Efectivo,,2023-03-31
TXN_1593691,Sandwich,2,4.0,8.0,,,2023-03-11
TXN_9432007,Galleta,4,1.0,4.0,,,ERROR
TXN_3781198,Torta,3,3.0,9.0,Nequi/Daviplata,Restaurante,2023-11-04
TXN_3585464,Galleta,3,1.0,3.0,,Para llevar,2023-09-12
TXN_8286164,Granizado,1,4.0,DESCONOCIDO,,Restaurante,2023-03-08
TXN_8851113,Te,3,1.5,4.5,Nequi/Daviplata,,2023-12-23
TXN_9131136,Jugo,2,3.0,6.0,Tarjeta Crédito,DESCONOCIDO,2023-03-20
TXN_8872160,Ensalada,5,5.0,25.0,Nequi/Daviplata,,DESCONOCIDO
TXN_1449065,Ensalada,2,5.0,10.0,Efectivo,,2023-10-03
TXN_1230311,Jugo,3,3.0,9.0,Nequi/Daviplata,DESCONOCIDO,2023-08-14
TXN_2325484,Ensalada,1,DESCONOCIDO,5.0,Nequi/Daviplata,Para llevar,2023-08-16
TXN_2647425,Jugo,4,3.0,12.0,Tarjeta Crédito,ERROR,2023-07-30
TXN_5525916,Café,2,2.0,4.0,Efectivo,Para llevar,2023-03-02
TXN_4297979,Café,1,2.0,2.0,Nequi/Daviplata,Restaurante,2023-08-14
TXN_1686323,Granizado,4,4.0,16.0,Nequi/Daviplata,Restaurante,2023-11-30
TXN_5373154,Torta,3,3.0,9.0,Nequi/Daviplata,,2023-04-06
TXN_6225571,Granizado,2,4.0,8.0,Tarjeta Crédito,Para llevar,2023-09-13
TXN_9772556,Café,5,2.0,10.0,,,2023-10-20
TXN_3033598,Sandwich,5,4.0,ERROR,Efectivo,Para llevar,2023-03-12
TXN_4382956,DESCONOCIDO,4,1.5,6.0,Tarjeta Crédito,,2023-11-16
TXN_8117583,Ensalada,1,5.0,5.0,Efectivo,Restaurante,2023-02-25
TXN_1101527,Granizado,DESCONOCIDO,4.0,20.0,Nequi/Daviplata,,2023-04-20
TXN_2118759,Café,2,2.0,4.0,Nequi/Daviplata,,2023-08-07
TXN_7603948,Torta,3,3.0,9.0,Tarjeta Crédito,,2023-01-28
TXN_5519424,Te,2,1.5,3.0,Nequi/Daviplata,,2023-09-23
TXN_3483911,Ensalada,1,5.0,5.0,Nequi/Daviplata,Para llevar,2023-07-10
TXN_5447967,Granizado,2,ERROR,8.0,Tarjeta Crédito,,2023-06-06
TXN_2893987,Torta,4,,12.0,,Para llevar,2023-05-31
TXN_5120215,Café,2,2.0,4.0,Nequi/Daviplata,,2023-10-29
TXN_4417257,Ensalada,5,5.0,25.0,Nequi/Daviplata,Para llevar,2023-05-06
TXN_2871592,Galleta,4,1.0,4.0,Efectivo,Restaurante,2023-08-07
TXN_8283199,Jugo,3,3.0,9.0,Nequi/Daviplata,Para llevar,2023-01-23
TXN_1571874,Torta,1,3.0,3.0,Nequi/Daviplata,ERROR,2023-07-10
TXN_8059782,Torta,5,3.0,15.0,,Para llevar,ERROR
TXN_6534833,Ensalada,4,5.0,DESCONOCIDO,Nequi/Daviplata,Restaurante,2023-12-14
TXN_6027500,Granizado,4,4.0,16.0,,,2023-09-22
TXN_7029944,Galleta,2,1.0,2.0,Efectivo,Para llevar,2023-04-17
TXN_3075169,Sandwich,DESCONOCIDO,4.0,8.0,Tarjeta Crédito,Restaurante,2023-06-25
TXN_9791421,Sandwich,1,4.0,4.0,Efectivo,Para llevar,2023-07-15
TXN_6359031,Café,1,2.0,2.0,,,2023-02-28
TXN_8236432,Ensalada,1,5.0,5.0,,,2023-12-04
TXN_7359566,Café,1,2.0,2.0,Efectivo,Restaurante,2023-04-06
TXN_4813580,Sandwich,3,4.0,12.0,Nequi/Daviplata,Para llevar,2023-04-15
TXN_9940829,Granizado,3,4.0,12.0,,Restaurante,2023-04-04
TXN_4583957,Galleta,2,1.0,2.0,Tarjeta Crédito,Para llevar,2023-10-08
TXN_8187222,Café,4,2.0,8.0,Tarjeta Crédito,,2023-03-08
TXN_1298084,DESCONOCIDO,2,1.5,3.0,Tarjeta Crédito,Para llevar,2023-01-02
TXN_4403699,,1,1.0,1.0,Tarjeta Crédito,,2023-08-19
TXN_5639908,Te,ERROR,1.5,4.5,,Restaurante,
TXN_9005782,Te,4,1.5,ERROR,,Restaurante,2023-06-18
TXN_5083311,Sandwich,4,4.0,16.0,Nequi/Daviplata,,2023-04-30
TXN_4325098,ERROR,5,3.0,15.0,,Para llevar,DESCONOCIDO
TXN_8847610,Jugo,3,3.0,9.0,Nequi/Daviplata,Para llevar,2023-12-06
TXN_9817102,Café,3,2.0,6.0,Tarjeta Crédito,Restaurante,2023-02-22
TXN_5566774,Te,3,1.5,4.5,DESCONOCIDO,Restaurante,2023-03-29
TXN_5555790,Te,5,ERROR,7.5,Tarjeta Crédito,Restaurante,2023-02-19
TXN_3575713,,,1.5,1.5,Efectivo,Para llevar,2023-02-18
TXN_5811955,Ensalada,2,5.0,10.0,Tarjeta Crédito,Para llevar,2023-06-29
TXN_3737378,Granizado,1,4.0,4.0,Efectivo,,ERROR
TXN_5406762,Ensalada,4,5.0,20.0,Tarjeta Crédito,ERROR,2023-09-12
TXN_3039985,Galleta,5,1.0,5.0,Nequi/Daviplata,Restaurante,2023-04-08
TXN_1424056,Granizado,1,4.0,4.0,Efectivo,,2023-07-31
TXN_1193221,Te,3,1.5,4.5,Tarjeta Crédito,Restaurante,2023-10-21
TXN_8610501,Sandwich,5,4.0,20.0,Efectivo,DESCONOCIDO,2023-09-29
TXN_9587445,Café,4,2.0,8.0,,Restaurante,2023-08-24
TXN_3694901,Galleta,2,1.0,2.0,DESCONOCIDO,Restaurante,2023-08-16
TXN_5749454,Jugo,DESCONOCIDO,3.0,12.0,Nequi/Daviplata,Para llevar,2023-12-04
TXN_8356048,,5,4.0,20.0,Efectivo,Para llevar,2023-06-05
TXN_3480278,Granizado,4,,16.0,Nequi/Daviplata,Restaurante,2023-12-26
TXN_9252414,Te,1,,1.5,,Restaurante,2023-11-13
TXN_3010103,ERROR,5,4.0,20.0,,,2023-02-14
TXN_6699408,Galleta,5,1.0,5.0,Efectivo,Para llevar,2023-12-22
TXN_6400351,Jugo,2,3.0,6.0,Nequi/Daviplata,Para llevar,2023-08-11
TXN_1559512,Jugo,5,,15.0,Tarjeta Crédito,,2023-11-28
TXN_6091543,Café,3,2.0,DESCONOCIDO,,Restaurante,2023-07-04
TXN_2842641,Torta,1,3.0,3.0,,Restaurante,2023-06-11
TXN_8875043,Ensalada,4,5.0,20.0,Nequi/Daviplata,,2023-02-21
TXN_8212783,Ensalada,3,ERROR,15.0,Tarjeta Crédito,Restaurante,2023-03-30
TXN_2653400,Granizado,1,4.0,,Efectivo,,ERROR
TXN_7343062,Sandwich,5,4.0,20.0,Nequi/Daviplata,Restaurante,2023-08-11
TXN_2535099,Sandwich,5,4.0,20.0,Tarjeta Crédito,Restaurante,2023-02-10
TXN_2951148,Sandwich,4,4.0,16.0,Efectivo,Restaurante,2023-02-21
TXN_1294101,Te,5,1.5,7.5,Nequi/Daviplata,Para llevar,2023-03-31
TXN_5579227,Granizado,DESCONOCIDO,4.0,16.0,Nequi/Daviplata,,2023-06-22
TXN_8534360,Jugo,5,3.0,15.0,ERROR,,2023-02-15
TXN_4336247,Café,5,2.0,10.0,Nequi/Daviplata,Para llevar,2023-03-03
TXN_7101384,Café,1,,2.0,,DESCONOCIDO,2023-04-23
TXN_1356599,Galleta,2,1.0,2.0,Efectivo,Para llevar,2023-12-14
TXN_4568452,Galleta,3,1.0,3.0,Nequi/Daviplata,Restaurante,2023-01-14
TXN_5036856,Café,5,2.0,10.0,Efectivo,Restaurante,2023-03-27
TXN_6927392,Ensalada,3,5.0,15.0,Nequi/Daviplata,Restaurante,ERROR
TXN_5167925,Jugo,1,3.0,3.0,,,2023-09-11
TXN_1345440,Ensalada,5,5.0,25.0,Efectivo,,2023-06-20
TXN_8043218,Ensalada,2,5.0,10.0,Efectivo,Restaurante,2023-10-23
TXN_4026277,Te,3,1.5,4.5,Nequi/Daviplata,Restaurante,2023-08-27
TXN_4991731,Te,,1.5,1.5,Nequi/Daviplata,Para llevar,2023-11-07
TXN_6196052,Granizado,5,4.0,DESCONOCIDO,Efectivo,Para llevar,2023-04-07
TXN_9563024,Galleta,3,ERROR,3.0,Nequi/Daviplata,Restaurante,2023-09-27
TXN_8326905,Café,5,2.0,10.0,,Para llevar,2023-03-10
TXN_3474333,,3,3.0,9.0,Tarjeta Crédito,Para llevar,2023-01-13
TXN_9918597,Granizado,4,4.0,16.0,Nequi/Daviplata,Restaurante,2023-10-17
TXN_3460926,Jugo,3,3.0,9.0,Nequi/Daviplata,Para llevar,2023-03-25
TXN_2671272,Granizado,1,4.0,4.0,Nequi/Daviplata,,2023-02-13
TXN_8437157,Granizado,4,4.0,16.0,Tarjeta Crédito,,2023-02-09
TXN_3401287,DESCONOCIDO,3,4.0,12.0,Efectivo,,2023-02-12
TXN_7309365,Torta,2,3.0,6.0,Efectivo,,2023-08-31
TXN_2175096,DESCONOCIDO,1,1.5,1.5,,Restaurante,2023-02-25
TXN_8872997,Sandwich,4,4.0,16.0,Tarjeta Crédito,Restaurante,2023-01-31
TXN_8425085,Jugo,1,3.0,3.0,Tarjeta Crédito,,2023-12-23
TXN_3237919,Sandwich,1,4.0,4.0,,,2023-02-04
TXN_4713643,Café,5,ERROR,10.0,,,2023-08-10
TXN_4806003,Galleta,5,1.0,5.0,Tarjeta Crédito,,2023-08-06
TXN_9089797,Café,1,2.0,2.0,Tarjeta Crédito,Para llevar,2023-09-19
TXN_5449092,Jugo,4,3.0,12.0,,,2023-06-11
TXN_6097144,Jugo,5,3.0,15.0,,Para llevar,2023-01-27
TXN_6483589,Jugo,3,3.0,9.0,Nequi/Daviplata,,2023-10-13
TXN_8516055,DESCONOCIDO,5,4.0,20.0,Tarjeta Crédito,Para llevar,2023-04-17
TXN_5430694,Ensalada,DESCONOCIDO,5.0,25.0,,,2023-08-24
TXN_3024493,Granizado,1,4.0,4.0,Tarjeta Crédito,Restaurante,
TXN_2078232,Te,1,1.5,1.5,DESCONOCIDO,,2023-06-11
TXN_7551689,Galleta,5,1.0,5.0,Efectivo,,2023-09-16
TXN_8408103,Sandwich,5,4.0,DESCONOCIDO,DESCONOCIDO,Para llevar,2023-06-01
TXN_5862795,Ensalada,2,ERROR,10.0,Nequi/Daviplata,,2023-02-25
TXN_9348801,Torta,1,3.0,3.0,,,2023-11-29
TXN_8688565,Granizado,5,4.0,20.0,Nequi/Daviplata,ERROR,2023-05-23
TXN_3067195,Ensalada,3,5.0,15.0,Efectivo,,2023-12-03
TXN_2710603,Granizado,5,4.0,20.0,,Para llevar,2023-02-02
TXN_8978004,Café,2,2.0,4.0,Nequi/Daviplata,Restaurante,2023-04-01
TXN_9679889,Sandwich,3,4.0,12.0,Tarjeta Crédito,Restaurante,2023-06-18
TXN_9818163,Te,2,DESCONOCIDO,3.0,Nequi/Daviplata,ERROR,2023-10-23
TXN_7010020,Torta,5,DESCONOCIDO,15.0,,Restaurante,2023-08-07
TXN_1712662,Jugo,2,3.0,6.0,Efectivo,DESCONOCIDO,2023-05-31
TXN_4077799,Torta,4,3.0,12.0,Nequi/Daviplata,Para llevar,2023-08-12
TXN_8225571,Te,4,,6.0,Nequi/Daviplata,,2023-01-17
TXN_3103520,Torta,3,3.0,9.0,,,2023-09-04
TXN_2084080,Galleta,4,1.0,4.0,Nequi/Daviplata,Para llevar,2023-09-22
TXN_2740398,Galleta,4,1.0,4.0,Nequi/Daviplata,Restaurante,ERROR
TXN_8046057,Café,1,2.0,2.0,Tarjeta Crédito,Restaurante,2023-11-24
TXN_5832968,Ensalada,5,5.0,25.0,ERROR,Para llevar,2023-06-05
TXN_6995665,Te,2,1.5,3.0,DESCONOCIDO,,ERROR
TXN_3752448,Torta,5,3.0,15.0,Nequi/Daviplata,Para llevar,2023-05-16
TXN_3842881,Ensalada,5,5.0,25.0,,DESCONOCIDO,2023-01-25
TXN_4060160,Café,4,2.0,8.0,,Restaurante,2023-07-05
TXN_3847405,Sandwich,1,4.0,4.0,Nequi/Daviplata,Para llevar,2023-06-15
TXN_5103644,Torta,4,3.0,12.0,Tarjeta Crédito,Para llevar,2023-04-17
TXN_6846020,Jugo,5,ERROR,15.0,ERROR,Para llevar,2023-05-03
TXN_7763764,Galleta,2,1.0,2.0,ERROR,Restaurante,ERROR
TXN_4758849,Torta,2,3.0,6.0,,,2023-06-23
TXN_1034651,Sandwich,3,4.0,12.0,,Para llevar,2023-07-06
TXN_4128921,Ensalada,4,5.0,20.0,,Para llevar,2023-09-11
TXN_8925566,Te,2,1.5,3.0,Nequi/Daviplata,Restaurante,2023-08-07
TXN_1679800,Granizado,4,4.0,16.0,Efectivo,Restaurante,2023-10-17
TXN_3785678,Te,1,1.5,1.5,Tarjeta Crédito,Para llevar,2023-03-13
TXN_1056256,Torta,4,3.0,12.0,DESCONOCIDO,Restaurante,2023-12-04
TXN_8712303,ERROR,2,3.0,6.0,Tarjeta Crédito,Para llevar,2023-08-14
TXN_2289122,Granizado,4,4.0,16.0,Efectivo,Restaurante,2023-08-20
TXN_2988434,Jugo,1,3.0,3.0,Nequi/Daviplata,Restaurante,2023-12-09
TXN_1197536,Ensalada,3,5.0,15.0,,Para llevar,2023-10-02
TXN_7327362,Café,5,2.0,10.0,Tarjeta Crédito,Restaurante,2023-06-29
TXN_5628251,Torta,4,3.0,12.0,Tarjeta Crédito,,2023-11-14
TXN_2687748,Jugo,3,3.0,9.0,,Para llevar,2023-02-26
TXN_8309656,Sandwich,3,4.0,12.0,,Para llevar,2023-01-04
TXN_7597276,Granizado,4,4.0,16.0,Nequi/Daviplata,,2023-05-01
TXN_4360906,Sandwich,2,4.0,8.0,,Restaurante,2023-06-11
TXN_6000890,Café,3,2.0,6.0,Nequi/Daviplata,Restaurante,2023-01-06
TXN_8917565,Café,1,2.0,2.0,Efectivo,ERROR,2023-11-19
TXN_6264113,Café,4,2.0,8.0,,,2023-12-02
TXN_3603434,Café,5,2.0,10.0,,Restaurante,2023-01-05
TXN_7976129,Torta,3,3.0,9.0,,Restaurante,2023-03-03
TXN_7420434,Café,4,2.0,8.0,Tarjeta Crédito,Para llevar,2023-07-16
TXN_5818852,Jugo,2,3.0,6.0,,,2023-03-04
TXN_9976598,Jugo,4,3.0,12.0,,Para llevar,2023-01-10
TXN_1556046,Sandwich,4,4.0,16.0,Tarjeta Crédito,Para llevar,2023-04-09
TXN_7129511,Café,5,2.0,10.0,Efectivo,Para llevar,2023-10-29
TXN_6324434,Café,4,2.0,8.0,Efectivo,Para llevar,2023-12-04
TXN_2380352,Te,3,1.5,4.5,Nequi/Daviplata,,2023-11-03
TXN_6455325,Jugo,4,3.0,12.0,Tarjeta Crédito,Restaurante,2023-01-05
TXN_6682253,Te,5,1.5,7.5,Efectivo,Restaurante,2023-02-17
TXN_8220657,ERROR,2,1.5,,Efectivo,,2023-08-13
TXN_7819240,Granizado,5,4.0,20.0,Efectivo,Restaurante,2023-03-06
TXN_4451380,Galleta,3,1.0,3.0,Nequi/Daviplata,Restaurante,2023-07-10
TXN_2482298,Ensalada,2,5.0,10.0,,Para llevar,2023-06-15
TXN_2606750,Te,3,1.5,4.5,Efectivo,ERROR,2023-06-20
TXN_4493874,Galleta,5,1.0,DESCONOCIDO,,Restaurante,2023-11-19
TXN_2705302,Ensalada,2,5.0,10.0,Tarjeta Crédito,,2023-01-18
TXN_3706167,Sandwich,5,4.0,20.0,Nequi/Daviplata,Para llevar,2023-10-02
TXN_7414587,Te,3,1.5,4.5,Efectivo,Para llevar,2023-03-22
